Gene stable ID	Transcript stable ID	Oryza sativa Indica Group protein or transcript stable ID
AT1G35170	AT1G35170.3	BGIOSGA003197-PA
AT1G35170	AT1G35170.1	BGIOSGA003197-PA
AT1G35170	AT1G35170.4	BGIOSGA003197-PA
AT1G35170	AT1G35170.2	BGIOSGA003197-PA
AT2G17000	AT2G17000.2	BGIOSGA016917-PA
AT2G17000	AT2G17000.1	BGIOSGA016917-PA
AT2G17000	AT2G17000.2	BGIOSGA008778-PA
AT2G17000	AT2G17000.1	BGIOSGA008778-PA
AT1G10280	AT1G10280.1	BGIOSGA015452-PA
AT1G10280	AT1G10280.1	BGIOSGA027772-PA
AT1G10280	AT1G10280.1	BGIOSGA000401-PA
AT5G44920	AT5G44920.2	
AT5G44920	AT5G44920.1	
AT2G23460	AT2G23460.1	BGIOSGA035907-PA
AT2G31530	AT2G31530.1	
AT3G14467	AT3G14467.1	
AT5G24230	AT5G24230.2	
AT5G24230	AT5G24230.3	
AT5G24230	AT5G24230.1	
AT2G04865	AT2G04865.1	BGIOSGA024246-PA
AT2G04865	AT2G04865.2	BGIOSGA024246-PA
AT1G80970	AT1G80970.1	
AT1G80970	AT1G80970.2	
AT1G80970	AT1G80970.4	
AT1G80970	AT1G80970.3	
AT1G21120	AT1G21120.1	BGIOSGA015753-PA
AT1G21120	AT1G21120.2	BGIOSGA015753-PA
AT1G21120	AT1G21120.1	BGIOSGA015988-PA
AT1G21120	AT1G21120.2	BGIOSGA015988-PA
AT1G21120	AT1G21120.1	BGIOSGA015495-PA
AT1G21120	AT1G21120.2	BGIOSGA015495-PA
AT1G21120	AT1G21120.1	BGIOSGA038010-PA
AT1G21120	AT1G21120.2	BGIOSGA038010-PA
AT1G21120	AT1G21120.1	BGIOSGA015497-PA
AT1G21120	AT1G21120.2	BGIOSGA015497-PA
AT1G21120	AT1G21120.1	BGIOSGA015496-PA
AT1G21120	AT1G21120.2	BGIOSGA015496-PA
AT1G21120	AT1G21120.1	BGIOSGA015498-PA
AT1G21120	AT1G21120.2	BGIOSGA015498-PA
AT1G21120	AT1G21120.1	BGIOSGA006537-PA
AT1G21120	AT1G21120.2	BGIOSGA006537-PA
AT2G44640	AT2G44640.1	
AT1G73600	AT1G73600.2	BGIOSGA017625-PA
AT1G73600	AT1G73600.1	BGIOSGA017625-PA
AT1G73600	AT1G73600.2	BGIOSGA004256-PA
AT1G73600	AT1G73600.1	BGIOSGA004256-PA
AT2G23940	AT2G23940.3	BGIOSGA005881-PA
AT2G23940	AT2G23940.1	BGIOSGA005881-PA
AT2G23940	AT2G23940.2	BGIOSGA005881-PA
AT2G19290	AT2G19290.1	
AT3G10090	AT3G10090.1	BGIOSGA011935-PA
AT1G66210	AT1G66210.1	
AT2G30520	AT2G30520.1	BGIOSGA036752-PA
AT2G30520	AT2G30520.3	BGIOSGA036752-PA
AT2G30520	AT2G30520.2	BGIOSGA036752-PA
AT2G30520	AT2G30520.1	BGIOSGA001350-PA
AT2G30520	AT2G30520.3	BGIOSGA001350-PA
AT2G30520	AT2G30520.2	BGIOSGA001350-PA
AT2G30520	AT2G30520.1	BGIOSGA019332-PA
AT2G30520	AT2G30520.3	BGIOSGA019332-PA
AT2G30520	AT2G30520.2	BGIOSGA019332-PA
AT2G30520	AT2G30520.1	BGIOSGA034607-PA
AT2G30520	AT2G30520.3	BGIOSGA034607-PA
AT2G30520	AT2G30520.2	BGIOSGA034607-PA
AT2G33685	AT2G33685.1	
AT2G24040	AT2G24040.2	
AT2G24040	AT2G24040.1	
AT3G46290	AT3G46290.1	BGIOSGA012357-PA
AT3G46290	AT3G46290.1	BGIOSGA016227-PA
AT3G46290	AT3G46290.1	BGIOSGA002819-PA
AT3G46290	AT3G46290.1	BGIOSGA019236-PA
AT3G46290	AT3G46290.1	BGIOSGA022831-PA
AT1G11710	AT1G11710.1	BGIOSGA009192-PA
AT1G11710	AT1G11710.2	BGIOSGA009192-PA
AT5G22880	AT5G22880.1	
AT5G07900	AT5G07900.1	
AT4G27130	AT4G27130.1	BGIOSGA000657-PA
AT4G27130	AT4G27130.1	BGIOSGA020115-PA
AT5G65890	AT5G65890.2	BGIOSGA013500-PA
AT5G65890	AT5G65890.3	BGIOSGA013500-PA
AT5G65890	AT5G65890.5	BGIOSGA013500-PA
AT5G65890	AT5G65890.4	BGIOSGA013500-PA
AT5G65890	AT5G65890.1	BGIOSGA013500-PA
AT1G75830	AT1G75830.1	
AT1G13410	AT1G13410.1	
AT1G53935	AT1G53935.1	
AT4G01600	AT4G01600.3	
AT4G01600	AT4G01600.1	
AT4G01600	AT4G01600.2	
AT2G38770	AT2G38770.1	BGIOSGA012773-PA
AT3G02570	AT3G02570.1	BGIOSGA033719-PA
AT3G02570	AT3G02570.1	BGIOSGA002696-PA
AT3G02570	AT3G02570.1	BGIOSGA029821-PA
AT5G42530	AT5G42530.1	
AT3G06050	AT3G06050.2	BGIOSGA001930-PA
AT3G06050	AT3G06050.1	BGIOSGA001930-PA
AT1G03860	AT1G03860.2	BGIOSGA009470-PA
AT1G03860	AT1G03860.3	BGIOSGA009470-PA
AT1G03860	AT1G03860.1	BGIOSGA009470-PA
AT1G03860	AT1G03860.2	BGIOSGA009576-PA
AT1G03860	AT1G03860.3	BGIOSGA009576-PA
AT1G03860	AT1G03860.1	BGIOSGA009576-PA
AT1G03860	AT1G03860.2	BGIOSGA009579-PA
AT1G03860	AT1G03860.3	BGIOSGA009579-PA
AT1G03860	AT1G03860.1	BGIOSGA009579-PA
AT1G03860	AT1G03860.2	BGIOSGA009574-PA
AT1G03860	AT1G03860.3	BGIOSGA009574-PA
AT1G03860	AT1G03860.1	BGIOSGA009574-PA
AT1G03860	AT1G03860.2	BGIOSGA024501-PA
AT1G03860	AT1G03860.3	BGIOSGA024501-PA
AT1G03860	AT1G03860.1	BGIOSGA024501-PA
AT4G11090	AT4G11090.1	
AT1G55330	AT1G55330.1	
AT1G52710	AT1G52710.2	BGIOSGA003978-PA
AT1G52710	AT1G52710.1	BGIOSGA003978-PA
AT1G52710	AT1G52710.2	BGIOSGA021951-PA
AT1G52710	AT1G52710.1	BGIOSGA021951-PA
AT4G20680	AT4G20680.1	
AT2G01250	AT2G01250.1	BGIOSGA028240-PA
AT2G01250	AT2G01250.2	BGIOSGA028240-PA
AT2G01250	AT2G01250.1	BGIOSGA017067-PA
AT2G01250	AT2G01250.2	BGIOSGA017067-PA
AT4G37400	AT4G37400.1	BGIOSGA035934-PA
AT4G37400	AT4G37400.1	BGIOSGA035935-PA
AT3G47100	AT3G47100.1	
AT1G23520	AT1G23520.2	
AT1G23520	AT1G23520.1	
AT1G23520	AT1G23520.4	
AT1G23520	AT1G23520.3	
AT5G60250	AT5G60250.1	
AT1G14688	AT1G14688.1	
AT4G23530	AT4G23530.1	BGIOSGA007276-PA
AT5G23460	AT5G23460.1	
AT5G49390	AT5G49390.2	BGIOSGA019216-PA
AT5G49390	AT5G49390.1	BGIOSGA019216-PA
AT5G49390	AT5G49390.2	BGIOSGA001731-PA
AT5G49390	AT5G49390.1	BGIOSGA001731-PA
AT1G67455	AT1G67455.2	
AT1G67455	AT1G67455.1	
AT3G54040	AT3G54040.1	
AT3G54040	AT3G54040.2	
AT4G17260	AT4G17260.1	BGIOSGA022103-PA
AT4G17260	AT4G17260.1	BGIOSGA007342-PA
AT4G17260	AT4G17260.1	BGIOSGA022104-PA
AT1G08830	AT1G08830.1	BGIOSGA012617-PA
AT1G08830	AT1G08830.2	BGIOSGA012617-PA
AT1G08830	AT1G08830.1	BGIOSGA023756-PA
AT1G08830	AT1G08830.2	BGIOSGA023756-PA
AT1G25310	AT1G25310.1	
AT2G20340	AT2G20340.1	BGIOSGA040468-PA
AT2G20340	AT2G20340.2	BGIOSGA040468-PA
AT1G63340	AT1G63340.1	BGIOSGA031436-PA
AT3G18600	AT3G18600.1	BGIOSGA009624-PA
AT3G18600	AT3G18600.1	BGIOSGA023042-PA
AT1G78910	AT1G78910.1	BGIOSGA029013-PA
AT1G78910	AT1G78910.2	BGIOSGA029013-PA
AT1G78910	AT1G78910.1	BGIOSGA029491-PA
AT1G78910	AT1G78910.2	BGIOSGA029491-PA
AT3G28310	AT3G28310.1	
AT4G05200	AT4G05200.2	
AT4G05200	AT4G05200.1	
AT4G08310	AT4G08310.1	BGIOSGA035409-PA
AT1G11572	AT1G11572.1	
AT5G66607	AT5G66607.1	
AT3G49920	AT3G49920.4	BGIOSGA011263-PA
AT3G49920	AT3G49920.1	BGIOSGA011263-PA
AT3G49920	AT3G49920.3	BGIOSGA011263-PA
AT3G49920	AT3G49920.2	BGIOSGA011263-PA
AT3G53780	AT3G53780.2	BGIOSGA033517-PA
AT3G53780	AT3G53780.1	BGIOSGA033517-PA
AT3G53780	AT3G53780.3	BGIOSGA033517-PA
AT5G09690	AT5G09690.2	BGIOSGA009838-PA
AT5G09690	AT5G09690.11	BGIOSGA009838-PA
AT5G09690	AT5G09690.8	BGIOSGA009838-PA
AT5G09690	AT5G09690.6	BGIOSGA009838-PA
AT5G09690	AT5G09690.13	BGIOSGA009838-PA
AT5G09690	AT5G09690.5	BGIOSGA009838-PA
AT5G09690	AT5G09690.10	BGIOSGA009838-PA
AT5G09690	AT5G09690.3	BGIOSGA009838-PA
AT5G09690	AT5G09690.12	BGIOSGA009838-PA
AT5G09690	AT5G09690.9	BGIOSGA009838-PA
AT5G09690	AT5G09690.4	BGIOSGA009838-PA
AT5G09690	AT5G09690.1	BGIOSGA009838-PA
AT5G09690	AT5G09690.7	BGIOSGA009838-PA
AT5G09690	AT5G09690.14	BGIOSGA009838-PA
AT3G44935	AT3G44935.1	
AT5G59070	AT5G59070.1	
AT3G05090	AT3G05090.1	BGIOSGA036568-PA
AT3G05090	AT3G05090.3	BGIOSGA036568-PA
AT3G05090	AT3G05090.2	BGIOSGA036568-PA
AT1G39070	AT1G39070.1	
AT1G07830	AT1G07830.1	BGIOSGA022227-PA
AT1G05630	AT1G05630.2	BGIOSGA029024-PA
AT1G05630	AT1G05630.3	BGIOSGA029024-PA
AT1G05630	AT1G05630.1	BGIOSGA029024-PA
AT1G05630	AT1G05630.2	BGIOSGA031032-PA
AT1G05630	AT1G05630.3	BGIOSGA031032-PA
AT1G05630	AT1G05630.1	BGIOSGA031032-PA
AT1G05630	AT1G05630.2	BGIOSGA006480-PA
AT1G05630	AT1G05630.3	BGIOSGA006480-PA
AT1G05630	AT1G05630.1	BGIOSGA006480-PA
AT5G19610	AT5G19610.1	BGIOSGA015690-PA
AT5G19610	AT5G19610.1	BGIOSGA019356-PA
AT5G19610	AT5G19610.1	BGIOSGA013413-PA
AT3G57030	AT3G57030.1	
AT1G79500	AT1G79500.2	BGIOSGA037153-PA
AT1G79500	AT1G79500.3	BGIOSGA037153-PA
AT1G79500	AT1G79500.1	BGIOSGA037153-PA
AT1G79500	AT1G79500.4	BGIOSGA037153-PA
AT1G79500	AT1G79500.2	BGIOSGA037154-PA
AT1G79500	AT1G79500.3	BGIOSGA037154-PA
AT1G79500	AT1G79500.1	BGIOSGA037154-PA
AT1G79500	AT1G79500.4	BGIOSGA037154-PA
AT1G72040	AT1G72040.1	BGIOSGA000405-PA
AT1G72040	AT1G72040.1	BGIOSGA019912-PA
AT5G10336	AT5G10336.1	
AT5G23210	AT5G23210.1	BGIOSGA008678-PA
AT5G23210	AT5G23210.3	BGIOSGA008678-PA
AT5G23210	AT5G23210.5	BGIOSGA008678-PA
AT5G23210	AT5G23210.2	BGIOSGA008678-PA
AT5G23210	AT5G23210.4	BGIOSGA008678-PA
AT5G23210	AT5G23210.1	BGIOSGA023648-PA
AT5G23210	AT5G23210.3	BGIOSGA023648-PA
AT5G23210	AT5G23210.5	BGIOSGA023648-PA
AT5G23210	AT5G23210.2	BGIOSGA023648-PA
AT5G23210	AT5G23210.4	BGIOSGA023648-PA
AT3G51220	AT3G51220.1	
AT5G28450	AT5G28450.1	BGIOSGA026003-PA
AT2G21110	AT2G21110.1	BGIOSGA009597-PA
AT5G24760	AT5G24760.1	BGIOSGA005972-PA
AT5G24760	AT5G24760.3	BGIOSGA005972-PA
AT5G24760	AT5G24760.4	BGIOSGA005972-PA
AT5G24760	AT5G24760.2	BGIOSGA005972-PA
AT4G29860	AT4G29860.1	
AT4G00070	AT4G00070.1	BGIOSGA000985-PA
AT4G00070	AT4G00070.2	BGIOSGA000985-PA
AT4G00070	AT4G00070.1	BGIOSGA020316-PA
AT4G00070	AT4G00070.2	BGIOSGA020316-PA
ATMG00600	ATMG00600.1	
AT5G51000	AT5G51000.1	
AT1G73290	AT1G73290.3	BGIOSGA035222-PA
AT1G73290	AT1G73290.2	BGIOSGA035222-PA
AT1G73290	AT1G73290.1	BGIOSGA035222-PA
AT1G73290	AT1G73290.3	BGIOSGA038979-PA
AT1G73290	AT1G73290.2	BGIOSGA038979-PA
AT1G73290	AT1G73290.1	BGIOSGA038979-PA
AT1G73290	AT1G73290.3	BGIOSGA040472-PA
AT1G73290	AT1G73290.2	BGIOSGA040472-PA
AT1G73290	AT1G73290.1	BGIOSGA040472-PA
AT1G73290	AT1G73290.3	BGIOSGA040471-PA
AT1G73290	AT1G73290.2	BGIOSGA040471-PA
AT1G73290	AT1G73290.1	BGIOSGA040471-PA
AT1G73290	AT1G73290.3	BGIOSGA035227-PA
AT1G73290	AT1G73290.2	BGIOSGA035227-PA
AT1G73290	AT1G73290.1	BGIOSGA035227-PA
AT1G73290	AT1G73290.3	BGIOSGA015987-PA
AT1G73290	AT1G73290.2	BGIOSGA015987-PA
AT1G73290	AT1G73290.1	BGIOSGA015987-PA
AT1G73290	AT1G73290.3	BGIOSGA035226-PA
AT1G73290	AT1G73290.2	BGIOSGA035226-PA
AT1G73290	AT1G73290.1	BGIOSGA035226-PA
AT3G03190	AT3G03190.1	BGIOSGA000178-PA
AT3G03190	AT3G03190.1	BGIOSGA019178-PA
AT3G03190	AT3G03190.1	BGIOSGA001627-PA
AT3G03190	AT3G03190.1	BGIOSGA001631-PA
AT3G03190	AT3G03190.1	BGIOSGA001623-PA
AT3G03190	AT3G03190.1	BGIOSGA003484-PA
AT3G03190	AT3G03190.1	BGIOSGA000766-PA
AT3G03190	AT3G03190.1	BGIOSGA003536-PA
AT3G03190	AT3G03190.1	BGIOSGA003539-PA
AT3G03190	AT3G03190.1	BGIOSGA003547-PA
AT3G03190	AT3G03190.1	BGIOSGA003537-PA
AT3G03190	AT3G03190.1	BGIOSGA001626-PA
AT3G03190	AT3G03190.1	BGIOSGA001625-PA
AT1G14980	AT1G14980.1	BGIOSGA026240-PA
AT1G14980	AT1G14980.2	BGIOSGA026240-PA
AT1G14980	AT1G14980.1	BGIOSGA010676-PA
AT1G14980	AT1G14980.2	BGIOSGA010676-PA
AT3G43415	AT3G43415.1	
AT4G21910	AT4G21910.4	BGIOSGA010404-PA
AT4G21910	AT4G21910.1	BGIOSGA010404-PA
AT4G21910	AT4G21910.3	BGIOSGA010404-PA
AT4G21910	AT4G21910.2	BGIOSGA010404-PA
AT4G21910	AT4G21910.4	BGIOSGA010400-PA
AT4G21910	AT4G21910.1	BGIOSGA010400-PA
AT4G21910	AT4G21910.3	BGIOSGA010400-PA
AT4G21910	AT4G21910.2	BGIOSGA010400-PA
AT4G21910	AT4G21910.4	BGIOSGA025807-PA
AT4G21910	AT4G21910.1	BGIOSGA025807-PA
AT4G21910	AT4G21910.3	BGIOSGA025807-PA
AT4G21910	AT4G21910.2	BGIOSGA025807-PA
AT4G21910	AT4G21910.4	BGIOSGA010395-PA
AT4G21910	AT4G21910.1	BGIOSGA010395-PA
AT4G21910	AT4G21910.3	BGIOSGA010395-PA
AT4G21910	AT4G21910.2	BGIOSGA010395-PA
AT4G21910	AT4G21910.4	BGIOSGA010399-PA
AT4G21910	AT4G21910.1	BGIOSGA010399-PA
AT4G21910	AT4G21910.3	BGIOSGA010399-PA
AT4G21910	AT4G21910.2	BGIOSGA010399-PA
AT4G21910	AT4G21910.4	BGIOSGA010403-PA
AT4G21910	AT4G21910.1	BGIOSGA010403-PA
AT4G21910	AT4G21910.3	BGIOSGA010403-PA
AT4G21910	AT4G21910.2	BGIOSGA010403-PA
AT4G21910	AT4G21910.4	BGIOSGA010398-PA
AT4G21910	AT4G21910.1	BGIOSGA010398-PA
AT4G21910	AT4G21910.3	BGIOSGA010398-PA
AT4G21910	AT4G21910.2	BGIOSGA010398-PA
AT4G21910	AT4G21910.4	BGIOSGA010405-PA
AT4G21910	AT4G21910.1	BGIOSGA010405-PA
AT4G21910	AT4G21910.3	BGIOSGA010405-PA
AT4G21910	AT4G21910.2	BGIOSGA010405-PA
AT3G20010	AT3G20010.8	BGIOSGA028097-PA
AT3G20010	AT3G20010.7	BGIOSGA028097-PA
AT3G20010	AT3G20010.2	BGIOSGA028097-PA
AT3G20010	AT3G20010.5	BGIOSGA028097-PA
AT3G20010	AT3G20010.1	BGIOSGA028097-PA
AT3G20010	AT3G20010.3	BGIOSGA028097-PA
AT3G20010	AT3G20010.6	BGIOSGA028097-PA
AT3G20010	AT3G20010.4	BGIOSGA028097-PA
AT3G20010	AT3G20010.8	BGIOSGA014296-PA
AT3G20010	AT3G20010.7	BGIOSGA014296-PA
AT3G20010	AT3G20010.2	BGIOSGA014296-PA
AT3G20010	AT3G20010.5	BGIOSGA014296-PA
AT3G20010	AT3G20010.1	BGIOSGA014296-PA
AT3G20010	AT3G20010.3	BGIOSGA014296-PA
AT3G20010	AT3G20010.6	BGIOSGA014296-PA
AT3G20010	AT3G20010.4	BGIOSGA014296-PA
AT5G15000	AT5G15000.1	
AT3G21740	AT3G21740.1	
AT2G38560	AT2G38560.1	BGIOSGA024577-PA
AT2G38560	AT2G38560.1	BGIOSGA009570-PA
AT2G20180	AT2G20180.8	
AT2G20180	AT2G20180.3	
AT2G20180	AT2G20180.2	
AT2G20180	AT2G20180.5	
AT2G20180	AT2G20180.1	
AT2G20180	AT2G20180.7	
AT2G20180	AT2G20180.6	
AT2G20180	AT2G20180.4	
AT2G46310	AT2G46310.1	BGIOSGA014673-PA
AT2G46310	AT2G46310.1	BGIOSGA005966-PA
AT2G48090	AT2G48090.1	
AT2G48090	AT2G48090.2	
AT4G09550	AT4G09550.2	
AT4G09550	AT4G09550.1	
AT4G14240	AT4G14240.1	BGIOSGA019818-PA
AT4G14240	AT4G14240.3	BGIOSGA019818-PA
AT4G14240	AT4G14240.2	BGIOSGA019818-PA
AT2G32960	AT2G32960.1	BGIOSGA022522-PA
AT2G32960	AT2G32960.1	BGIOSGA005528-PA
AT4G19750	AT4G19750.1	BGIOSGA015232-PA
AT4G19750	AT4G19750.1	BGIOSGA035229-PA
AT5G26730	AT5G26730.1	
AT2G03710	AT2G03710.2	BGIOSGA021849-PA
AT2G03710	AT2G03710.1	BGIOSGA021849-PA
AT2G03710	AT2G03710.3	BGIOSGA021849-PA
AT1G78070	AT1G78070.3	BGIOSGA028649-PA
AT1G78070	AT1G78070.2	BGIOSGA028649-PA
AT1G78070	AT1G78070.1	BGIOSGA028649-PA
AT1G51550	AT1G51550.1	BGIOSGA027414-PA
AT2G17710	AT2G17710.1	
AT3G17300	AT3G17300.2	BGIOSGA035995-PA
AT3G17300	AT3G17300.3	BGIOSGA035995-PA
AT3G17300	AT3G17300.1	BGIOSGA035995-PA
AT3G50650	AT3G50650.1	BGIOSGA013482-PA
AT3G60520	AT3G60520.2	
AT3G60520	AT3G60520.1	
AT2G14365	AT2G14365.1	
AT3G16540	AT3G16540.1	BGIOSGA019879-PA
AT3G57050	AT3G57050.1	BGIOSGA022410-PA
AT3G57050	AT3G57050.4	BGIOSGA022410-PA
AT3G57050	AT3G57050.5	BGIOSGA022410-PA
AT3G57050	AT3G57050.3	BGIOSGA022410-PA
AT3G57050	AT3G57050.2	BGIOSGA022410-PA
AT4G15975	AT4G15975.1	
AT3G26070	AT3G26070.1	
AT5G20635	AT5G20635.1	BGIOSGA030843-PA
AT5G20635	AT5G20635.2	BGIOSGA030843-PA
AT4G18670	AT4G18670.1	BGIOSGA010183-PA
AT4G18670	AT4G18670.1	BGIOSGA002256-PA
AT4G18670	AT4G18670.1	BGIOSGA007164-PA
AT4G18670	AT4G18670.1	BGIOSGA010184-PA
AT2G07772	AT2G07772.1	
AT5G54110	AT5G54110.2	
AT5G54110	AT5G54110.1	
AT3G59130	AT3G59130.1	
AT5G06770	AT5G06770.4	
AT5G06770	AT5G06770.2	
AT5G06770	AT5G06770.5	
AT5G06770	AT5G06770.1	
AT5G06770	AT5G06770.3	
AT5G06770	AT5G06770.6	
AT5G64720	AT5G64720.1	BGIOSGA003140-PA
AT5G40400	AT5G40400.1	BGIOSGA003726-PA
AT5G40400	AT5G40400.2	BGIOSGA003726-PA
AT1G80670	AT1G80670.1	BGIOSGA027561-PA
AT1G80670	AT1G80670.1	BGIOSGA004062-PA
AT1G30160	AT1G30160.2	
AT1G30160	AT1G30160.1	
AT5G04840	AT5G04840.2	BGIOSGA006300-PA
AT5G04840	AT5G04840.1	BGIOSGA006300-PA
AT1G37140	AT1G37140.2	BGIOSGA007569-PA
AT1G37140	AT1G37140.1	BGIOSGA007569-PA
AT1G37140	AT1G37140.2	BGIOSGA029389-PA
AT1G37140	AT1G37140.1	BGIOSGA029389-PA
AT2G20210	AT2G20210.2	BGIOSGA036428-PA
AT2G20210	AT2G20210.1	BGIOSGA036428-PA
AT5G42810	AT5G42810.1	BGIOSGA014173-PA
AT3G01740	AT3G01740.1	
AT3G53000	AT3G53000.1	
AT4G12820	AT4G12820.1	
AT1G79800	AT1G79800.1	
AT2G36026	AT2G36026.1	
AT3G06060	AT3G06060.2	BGIOSGA008878-PA
AT3G06060	AT3G06060.1	BGIOSGA008878-PA
AT5G47920	AT5G47920.1	
AT4G37190	AT4G37190.2	BGIOSGA011138-PA
AT4G37190	AT4G37190.1	BGIOSGA011138-PA
AT4G37190	AT4G37190.2	BGIOSGA037690-PA
AT4G37190	AT4G37190.1	BGIOSGA037690-PA
AT4G37190	AT4G37190.2	BGIOSGA017012-PA
AT4G37190	AT4G37190.1	BGIOSGA017012-PA
AT2G48000	AT2G48000.1	BGIOSGA001816-PA
AT2G30480	AT2G30480.2	
AT2G30480	AT2G30480.13	
AT2G30480	AT2G30480.6	
AT2G30480	AT2G30480.10	
AT2G30480	AT2G30480.1	
AT2G30480	AT2G30480.7	
AT2G30480	AT2G30480.8	
AT2G30480	AT2G30480.9	
AT2G30480	AT2G30480.4	
AT2G30480	AT2G30480.5	
AT2G30480	AT2G30480.12	
AT2G30480	AT2G30480.3	
AT2G30480	AT2G30480.11	
AT4G16190	AT4G16190.1	BGIOSGA016118-PA
AT4G16190	AT4G16190.1	BGIOSGA027353-PA
AT3G07250	AT3G07250.1	BGIOSGA006431-PA
AT3G07250	AT3G07250.1	BGIOSGA015244-PA
AT2G33735	AT2G33735.2	BGIOSGA005580-PA
AT2G33735	AT2G33735.1	BGIOSGA005580-PA
AT2G29440	AT2G29440.1	
AT4G05320	AT4G05320.4	
AT4G05320	AT4G05320.8	
AT4G05320	AT4G05320.3	
AT4G05320	AT4G05320.2	
AT4G05320	AT4G05320.6	
AT4G05320	AT4G05320.1	
AT4G05320	AT4G05320.5	
AT4G05320	AT4G05320.7	
AT1G69180	AT1G69180.1	BGIOSGA012115-PA
AT3G51300	AT3G51300.1	
AT4G10200	AT4G10200.1	
AT4G10200	AT4G10200.2	
AT1G66855	AT1G66855.1	BGIOSGA002019-PA
AT1G30710	AT1G30710.1	
AT3G21750	AT3G21750.1	BGIOSGA040569-PA
AT3G21750	AT3G21750.1	BGIOSGA024256-PA
AT3G21750	AT3G21750.1	BGIOSGA024239-PA
AT3G21750	AT3G21750.1	BGIOSGA024238-PA
AT3G21750	AT3G21750.1	BGIOSGA025952-PA
AT3G21750	AT3G21750.1	BGIOSGA040570-PA
AT3G21750	AT3G21750.1	BGIOSGA040571-PA
AT3G21750	AT3G21750.1	BGIOSGA040568-PA
AT2G04845	AT2G04845.5	BGIOSGA012038-PA
AT2G04845	AT2G04845.3	BGIOSGA012038-PA
AT2G04845	AT2G04845.2	BGIOSGA012038-PA
AT2G04845	AT2G04845.1	BGIOSGA012038-PA
AT2G04845	AT2G04845.4	BGIOSGA012038-PA
AT1G17230	AT1G17230.1	
AT1G17230	AT1G17230.3	
AT1G17230	AT1G17230.2	
AT3G54270	AT3G54270.1	BGIOSGA007514-PA
AT3G54270	AT3G54270.1	BGIOSGA019170-PA
AT3G54270	AT3G54270.1	BGIOSGA001611-PA
AT5G37150	AT5G37150.1	BGIOSGA014493-PA
AT5G37150	AT5G37150.1	BGIOSGA014497-PA
AT5G37150	AT5G37150.1	BGIOSGA005832-PA
AT5G37150	AT5G37150.1	BGIOSGA014490-PA
AT5G37150	AT5G37150.1	BGIOSGA014491-PA
AT5G37150	AT5G37150.1	BGIOSGA005833-PA
AT4G12040	AT4G12040.1	
AT4G12040	AT4G12040.2	
AT1G68550	AT1G68550.2	BGIOSGA030019-PA
AT1G68550	AT1G68550.1	BGIOSGA030019-PA
AT5G18230	AT5G18230.3	BGIOSGA013230-PA
AT5G18230	AT5G18230.2	BGIOSGA013230-PA
AT5G18230	AT5G18230.4	BGIOSGA013230-PA
AT5G18230	AT5G18230.1	BGIOSGA013230-PA
AT1G09100	AT1G09100.1	BGIOSGA022401-PA
AT1G09100	AT1G09100.1	BGIOSGA005415-PA
AT3G23210	AT3G23210.2	
AT3G23210	AT3G23210.1	
AT5G23160	AT5G23160.1	
AT4G39950	AT4G39950.2	BGIOSGA003503-PA
AT4G39950	AT4G39950.1	BGIOSGA003503-PA
AT4G39950	AT4G39950.2	BGIOSGA010406-PA
AT4G39950	AT4G39950.1	BGIOSGA010406-PA
AT4G39950	AT4G39950.2	BGIOSGA015994-PA
AT4G39950	AT4G39950.1	BGIOSGA015994-PA
AT4G39950	AT4G39950.2	BGIOSGA009246-PA
AT4G39950	AT4G39950.1	BGIOSGA009246-PA
AT4G39950	AT4G39950.2	BGIOSGA015995-PA
AT4G39950	AT4G39950.1	BGIOSGA015995-PA
AT4G39950	AT4G39950.2	BGIOSGA010408-PA
AT4G39950	AT4G39950.1	BGIOSGA010408-PA
AT3G16600	AT3G16600.1	BGIOSGA028097-PA
AT3G16600	AT3G16600.1	BGIOSGA014296-PA
AT4G14160	AT4G14160.3	BGIOSGA028844-PA
AT4G14160	AT4G14160.1	BGIOSGA028844-PA
AT4G14160	AT4G14160.2	BGIOSGA028844-PA
AT4G14160	AT4G14160.3	BGIOSGA035204-PA
AT4G14160	AT4G14160.1	BGIOSGA035204-PA
AT4G14160	AT4G14160.2	BGIOSGA035204-PA
AT3G58450	AT3G58450.2	BGIOSGA033010-PA
AT3G58450	AT3G58450.1	BGIOSGA033010-PA
AT3G58450	AT3G58450.2	BGIOSGA031858-PA
AT3G58450	AT3G58450.1	BGIOSGA031858-PA
AT5G59550	AT5G59550.2	BGIOSGA012316-PA
AT5G59550	AT5G59550.1	BGIOSGA012316-PA
AT5G24940	AT5G24940.1	BGIOSGA007546-PA
AT5G24940	AT5G24940.1	BGIOSGA020602-PA
AT3G58370	AT3G58370.1	BGIOSGA025199-PA
AT1G35850	AT1G35850.1	
AT1G35850	AT1G35850.2	
AT2G21790	AT2G21790.1	BGIOSGA030293-PA
AT2G21790	AT2G21790.1	BGIOSGA009236-PA
AT2G02950	AT2G02950.1	
AT1G11040	AT1G11040.1	BGIOSGA004908-PA
AT1G11040	AT1G11040.1	BGIOSGA018015-PA
AT2G02870	AT2G02870.1	BGIOSGA005621-PA
AT2G02870	AT2G02870.3	BGIOSGA005621-PA
AT2G02870	AT2G02870.2	BGIOSGA005621-PA
AT2G02870	AT2G02870.1	BGIOSGA011953-PA
AT2G02870	AT2G02870.3	BGIOSGA011953-PA
