Gene stable ID	Transcript stable ID	Medicago truncatula protein or transcript stable ID
AT2G40815	AT2G40815.2	KEH35505
AT1G50240	AT1G50240.2	KEH41322
AT1G50240	AT1G50240.3	KEH41322
AT4G39570	AT4G39570.1	AES72734
AT4G38225	AT4G38225.1	KEH43797
AT4G38225	AT4G38225.3	KEH43797
AT4G38225	AT4G38225.2	KEH43797
AT4G14870	AT4G14870.1	AES96555
AT2G39805	AT2G39805.1	AES71016
AT2G39805	AT2G39805.2	AES71016
AT2G39805	AT2G39805.1	AES71018
AT2G39805	AT2G39805.2	AES71018
AT2G39805	AT2G39805.1	AES99453
AT2G39805	AT2G39805.2	AES99453
AT4G25320	AT4G25320.1	AES75901
AT4G25320	AT4G25320.1	KEH42820
AT4G25320	AT4G25320.1	AES75868
AT3G22850	AT3G22850.1	KEH41055
AT3G22850	AT3G22850.1	KEH43776
AT3G56330	AT3G56330.1	KEH35563
AT2G29850	AT2G29850.1	
AT3G48675	AT3G48675.1	
AT4G21270	AT4G21270.1	AES63626
AT1G71015	AT1G71015.2	KEH30890
AT1G71015	AT1G71015.1	KEH30890
AT1G71015	AT1G71015.2	KEH40549
AT1G71015	AT1G71015.1	KEH40549
AT1G46696	AT1G46696.1	
ATCG00360	ATCG00360.1	AES88238
AT5G34869	AT5G34869.1	
AT3G22210	AT3G22210.1	AES89494
AT5G18550	AT5G18550.4	AES91820
AT5G18550	AT5G18550.2	AES91820
AT5G18550	AT5G18550.1	AES91820
AT5G18550	AT5G18550.3	AES91820
AT5G18550	AT5G18550.4	AES64207
AT5G18550	AT5G18550.2	AES64207
AT5G18550	AT5G18550.1	AES64207
AT5G18550	AT5G18550.3	AES64207
AT5G62440	AT5G62440.1	AES67504
AT5G62440	AT5G62440.1	KEH33322
AT5G62440	AT5G62440.1	KEH16585
AT1G71790	AT1G71790.1	KEH43614
AT3G09085	AT3G09085.1	AES86802
AT3G09085	AT3G09085.1	KEH23125
AT4G35335	AT4G35335.1	
AT2G04910	AT2G04910.1	AET00920
AT2G04910	AT2G04910.2	AET00920
AT2G04910	AT2G04910.1	AES92775
AT2G04910	AT2G04910.2	AES92775
AT2G04910	AT2G04910.1	KEH32681
AT2G04910	AT2G04910.2	KEH32681
AT5G19370	AT5G19370.1	AET00193
AT1G30380	AT1G30380.1	KEH40291
AT3G15605	AT3G15605.2	AES66095
AT3G15605	AT3G15605.4	AES66095
AT3G15605	AT3G15605.3	AES66095
AT3G15605	AT3G15605.1	AES66095
AT4G33370	AT4G33370.1	AES62224
AT4G33370	AT4G33370.1	KEH40292
AT2G16360	AT2G16360.1	KEH25097
AT2G16360	AT2G16360.1	AES74210
AT2G16360	AT2G16360.1	AES89155
AT2G18210	AT2G18210.1	AES95020
AT2G18210	AT2G18210.1	KEH20421
AT2G25737	AT2G25737.1	KEH35983
AT2G25737	AT2G25737.2	KEH35983
AT3G05400	AT3G05400.2	
AT3G05400	AT3G05400.1	
AT1G05860	AT1G05860.2	AES63087
AT1G05860	AT1G05860.3	AES63087
AT1G05860	AT1G05860.1	AES63087
AT2G45160	AT2G45160.1	KEH29150
AT2G45160	AT2G45160.1	KEH16799
AT3G30525	AT3G30525.1	
AT4G24920	AT4G24920.2	
AT4G24920	AT4G24920.1	
AT2G32030	AT2G32030.1	AES93697
AT2G32030	AT2G32030.1	KEH43818
AT2G32030	AT2G32030.1	AES93695
AT2G32030	AT2G32030.1	AES93696
AT2G32030	AT2G32030.1	KEH43819
AT2G32030	AT2G32030.1	AES93700
AT5G19172	AT5G19172.1	
AT3G46420	AT3G46420.1	AET01542
AT3G46420	AT3G46420.1	AET01554
AT1G21350	AT1G21350.3	AES72411
AT1G21350	AT1G21350.5	AES72411
AT1G21350	AT1G21350.2	AES72411
AT1G21350	AT1G21350.1	AES72411
AT1G21350	AT1G21350.4	AES72411
AT5G52030	AT5G52030.2	AES62567
AT5G52030	AT5G52030.1	AES62567
AT4G21570	AT4G21570.2	AES63703
AT4G21570	AT4G21570.1	AES63703
AT4G21570	AT4G21570.2	KEH29736
AT4G21570	AT4G21570.1	KEH29736
AT2G19850	AT2G19850.2	
AT2G19850	AT2G19850.1	
AT5G39810	AT5G39810.1	
AT4G27820	AT4G27820.3	AES61784
AT4G27820	AT4G27820.1	AES61784
AT4G27820	AT4G27820.2	AES61784
AT4G27820	AT4G27820.3	AES98450
AT4G27820	AT4G27820.1	AES98450
AT4G27820	AT4G27820.2	AES98450
AT4G27820	AT4G27820.3	AES61786
AT4G27820	AT4G27820.1	AES61786
AT4G27820	AT4G27820.2	AES61786
AT5G14140	AT5G14140.1	KEH22017
AT5G14140	AT5G14140.1	KEH22016
AT1G26976	AT1G26976.1	
AT5G57887	AT5G57887.1	
AT1G53430	AT1G53430.2	AES66513
AT1G53430	AT1G53430.1	AES66513
AT1G53430	AT1G53430.2	AET02915
AT1G53430	AT1G53430.1	AET02915
AT1G35350	AT1G35350.1	
AT1G35350	AT1G35350.2	
AT2G22040	AT2G22040.1	KEH36636
AT4G39630	AT4G39630.1	
AT4G39630	AT4G39630.2	
AT1G21700	AT1G21700.1	AES72308
AT5G53800	AT5G53800.1	KEH38750
AT5G27890	AT5G27890.1	
AT5G21960	AT5G21960.1	AES73498
AT5G21960	AT5G21960.1	KEH39898
AT5G21960	AT5G21960.1	KEH39894
AT5G21960	AT5G21960.1	KEH39897
AT5G21960	AT5G21960.1	KEH39896
AT5G21960	AT5G21960.1	AES73495
AT5G21960	AT5G21960.1	KEH21998
AT1G69260	AT1G69260.1	KEH27866
AT4G39490	AT4G39490.1	AET04408
AT4G39490	AT4G39490.1	AES86633
AT4G39490	AT4G39490.1	KEH40822
AT4G39490	AT4G39490.1	KEH24773
AT4G39490	AT4G39490.1	KEH24775
AT4G39490	AT4G39490.1	KEH40830
AT4G39490	AT4G39490.1	KEH40823
AT4G39490	AT4G39490.1	AES60504
AT4G39490	AT4G39490.1	KEH40839
AT4G39490	AT4G39490.1	KEH24774
AT4G39490	AT4G39490.1	KEH41380
AT4G39490	AT4G39490.1	AES60088
AT4G39490	AT4G39490.1	KEH40828
AT4G39490	AT4G39490.1	KEH40818
AT4G39490	AT4G39490.1	KEH40805
AT4G39490	AT4G39490.1	KEH24777
AT4G39490	AT4G39490.1	KEH40826
AT4G39490	AT4G39490.1	KEH40821
AT4G39490	AT4G39490.1	KEH40842
AT4G39490	AT4G39490.1	KEH40811
AT4G39490	AT4G39490.1	KEH40835
AT4G39490	AT4G39490.1	KEH42495
AT4G39490	AT4G39490.1	KEH40819
AT4G39490	AT4G39490.1	KEH22137
AT4G39490	AT4G39490.1	AES76667
AT4G39490	AT4G39490.1	KEH22136
AT4G39490	AT4G39490.1	KEH24772
AT3G16580	AT3G16580.1	
AT1G78430	AT1G78430.1	KEH38419
AT5G17330	AT5G17330.1	AES99146
AT5G17330	AT5G17330.1	AES70904
AT5G61260	AT5G61260.3	
AT5G61260	AT5G61260.2	
AT5G61260	AT5G61260.1	
AT5G42905	AT5G42905.1	
AT2G22620	AT2G22620.2	AET03356
AT2G22620	AT2G22620.3	AET03356
AT2G22620	AT2G22620.1	AET03356
AT2G22620	AT2G22620.5	AET03356
AT2G22620	AT2G22620.4	AET03356
AT2G22620	AT2G22620.2	KEH20099
AT2G22620	AT2G22620.3	KEH20099
AT2G22620	AT2G22620.1	KEH20099
AT2G22620	AT2G22620.5	KEH20099
AT2G22620	AT2G22620.4	KEH20099
AT2G22620	AT2G22620.2	AES95929
AT2G22620	AT2G22620.3	AES95929
AT2G22620	AT2G22620.1	AES95929
AT2G22620	AT2G22620.5	AES95929
AT2G22620	AT2G22620.4	AES95929
AT2G22620	AT2G22620.2	AET03352
AT2G22620	AT2G22620.3	AET03352
AT2G22620	AT2G22620.1	AET03352
AT2G22620	AT2G22620.5	AET03352
AT2G22620	AT2G22620.4	AET03352
AT2G10930	AT2G10930.1	
AT1G52030	AT1G52030.2	
AT1G52030	AT1G52030.3	
AT1G52030	AT1G52030.1	
AT1G22190	AT1G22190.1	KEH34901
AT1G22190	AT1G22190.1	AES97980
AT2G03510	AT2G03510.1	AES90002
AT4G37900	AT4G37900.1	AES95905
AT4G37900	AT4G37900.2	AES95905
AT1G25520	AT1G25520.1	KEH44261
AT2G26060	AT2G26060.1	AES82033
AT2G26060	AT2G26060.2	AES82033
AT3G42870	AT3G42870.1	
AT3G46460	AT3G46460.1	KEH39413
AT3G46460	AT3G46460.2	KEH39413
AT3G46460	AT3G46460.3	KEH39413
AT3G46460	AT3G46460.1	AES88845
AT3G46460	AT3G46460.2	AES88845
AT3G46460	AT3G46460.3	AES88845
AT4G03590	AT4G03590.1	
AT5G16960	AT5G16960.1	KEH18025
AT5G16960	AT5G16960.2	KEH18025
AT2G05630	AT2G05630.2	AES67226
AT2G05630	AT2G05630.1	AES67226
AT3G50900	AT3G50900.1	
AT2G33200	AT2G33200.1	
AT5G27300	AT5G27300.3	AES99206
AT5G27300	AT5G27300.2	AES99206
AT5G27300	AT5G27300.1	AES99206
AT2G15500	AT2G15500.1	
AT4G13200	AT4G13200.1	KEH28936
AT1G30370	AT1G30370.1	
AT5G15330	AT5G15330.2	AET03887
AT5G15330	AT5G15330.1	AET03887
AT3G45000	AT3G45000.1	KEH29963
AT3G45000	AT3G45000.2	KEH29963
AT2G20440	AT2G20440.4	KEH42494
AT2G20440	AT2G20440.2	KEH42494
AT2G20440	AT2G20440.1	KEH42494
AT2G20440	AT2G20440.3	KEH42494
AT3G46170	AT3G46170.1	KEH30024
AT3G46170	AT3G46170.1	KEH41456
AT3G46170	AT3G46170.1	KEH30027
AT3G46170	AT3G46170.1	KEH30025
AT1G62225	AT1G62225.1	
AT1G15960	AT1G15960.1	KEH39635
AT5G57880	AT5G57880.1	AES92488
AT2G18450	AT2G18450.1	AES94944
AT5G28442	AT5G28442.1	
AT2G37560	AT2G37560.1	AES59471
AT2G37560	AT2G37560.2	AES59471
AT3G63060	AT3G63060.1	
AT3G04680	AT3G04680.2	AES63037
AT3G04680	AT3G04680.3	AES63037
AT3G04680	AT3G04680.1	AES63037
AT3G43850	AT3G43850.2	AES59202
AT3G43850	AT3G43850.1	AES59202
AT3G43850	AT3G43850.2	KEH32435
AT3G43850	AT3G43850.1	KEH32435
AT3G43850	AT3G43850.2	AES73472
AT3G43850	AT3G43850.1	AES73472
AT1G33710	AT1G33710.1	
AT5G07100	AT5G07100.3	AES79679
AT5G07100	AT5G07100.5	AES79679
AT5G07100	AT5G07100.4	AES79679
AT5G07100	AT5G07100.2	AES79679
AT5G07100	AT5G07100.1	AES79679
AT5G07100	AT5G07100.3	KEH28815
AT5G07100	AT5G07100.5	KEH28815
AT5G07100	AT5G07100.4	KEH28815
AT5G07100	AT5G07100.2	KEH28815
AT5G07100	AT5G07100.1	KEH28815
AT2G45930	AT2G45930.1	AES63635
AT2G45930	AT2G45930.1	AES63636
AT1G03270	AT1G03270.1	KEH23734
AT2G30330	AT2G30330.1	AES98951
AT2G30330	AT2G30330.2	AES98951
AT5G34905	AT5G34905.1	
AT3G27340	AT3G27340.1	AES70399
AT3G27340	AT3G27340.2	AES70399
AT3G27340	AT3G27340.4	AES70399
AT3G27340	AT3G27340.3	AES70399
AT2G22200	AT2G22200.1	KEH20859
AT4G18540	AT4G18540.2	KEH39258
AT4G18540	AT4G18540.1	KEH39258
AT4G18540	AT4G18540.2	KEH39259
AT4G18540	AT4G18540.1	KEH39259
AT2G01450	AT2G01450.4	
AT2G01450	AT2G01450.2	
AT2G01450	AT2G01450.1	
AT2G01450	AT2G01450.3	
AT1G30460	AT1G30460.1	KEH37048
AT1G30460	AT1G30460.3	KEH37048
AT1G30460	AT1G30460.2	KEH37048
AT2G38000	AT2G38000.1	KEH23085
AT2G39560	AT2G39560.1	AES78094
AT1G06148	AT1G06148.2	
AT1G06148	AT1G06148.1	
AT2G48020	AT2G48020.3	KEH23721
AT2G48020	AT2G48020.4	KEH23721
AT2G48020	AT2G48020.1	KEH23721
AT2G48020	AT2G48020.2	KEH23721
AT2G48020	AT2G48020.3	AES77878
AT2G48020	AT2G48020.4	AES77878
AT2G48020	AT2G48020.1	AES77878
AT2G48020	AT2G48020.2	AES77878
AT2G48020	AT2G48020.3	KEH23690
AT2G48020	AT2G48020.4	KEH23690
AT2G48020	AT2G48020.1	KEH23690
AT2G48020	AT2G48020.2	KEH23690
AT2G48020	AT2G48020.3	KEH23719
AT2G48020	AT2G48020.4	KEH23719
AT2G48020	AT2G48020.1	KEH23719
AT2G48020	AT2G48020.2	KEH23719
AT3G02645	AT3G02645.1	AES86524
AT3G02645	AT3G02645.1	AES86511
AT3G02645	AT3G02645.1	AES86526
AT3G02645	AT3G02645.1	AES77821
AT1G07450	AT1G07450.1	KEH30190
AT5G08510	AT5G08510.1	AET02003
AT2G27340	AT2G27340.4	KEH31341
AT2G27340	AT2G27340.2	KEH31341
AT2G27340	AT2G27340.1	KEH31341
AT2G27340	AT2G27340.5	KEH31341
AT2G27340	AT2G27340.3	KEH31341
AT4G36260	AT4G36260.1	
AT1G16790	AT1G16790.1	KEH20740
AT3G06440	AT3G06440.2	KEH32374
AT3G06440	AT3G06440.1	KEH32374
AT1G64295	AT1G64295.1	
AT1G30750	AT1G30750.1	
AT1G36180	AT1G36180.2	KEH34878
AT1G36180	AT1G36180.3	KEH34878
AT1G36180	AT1G36180.1	KEH34878
AT1G36180	AT1G36180.2	KEH34879
AT1G36180	AT1G36180.3	KEH34879
AT1G36180	AT1G36180.1	KEH34879
AT2G16018	AT2G16018.1	
AT2G26950	AT2G26950.1	AES59513
AT1G75020	AT1G75020.1	KEH40090
AT1G75020	AT1G75020.2	KEH40090
AT1G30500	AT1G30500.2	AES64774
AT1G30500	AT1G30500.1	AES64774
AT3G59460	AT3G59460.1	
AT1G76465	AT1G76465.1	
AT1G55480	AT1G55480.1	AET04402
AT5G57655	AT5G57655.1	AES92376
AT5G57655	AT5G57655.2	AES92376
AT5G08610	AT5G08610.1	KEH18674
AT5G08610	AT5G08610.1	KEH18675
AT5G08610	AT5G08610.1	KEH18673
AT4G20630	AT4G20630.1	AES67291
AT4G20630	AT4G20630.1	AES67286
AT1G06850	AT1G06850.2	
AT1G06850	AT1G06850.1	
AT4G15260	AT4G15260.1	AET00312
AT4G15260	AT4G15260.1	AET01053
AT4G15260	AT4G15260.1	AET00306
AT4G15260	AT4G15260.1	AET00315
AT4G15260	AT4G15260.1	AET00309
AT4G15260	AT4G15260.1	AET00307
AT4G15260	AT4G15260.1	AET00313
AT4G15260	AT4G15260.1	AET00311
AT4G15260	AT4G15260.1	AET00304
AT4G15260	AT4G15260.1	AET00308
AT4G15260	AT4G15260.1	AET00316
AT4G09680	AT4G09680.2	
AT4G09680	AT4G09680.1	
AT4G09680	AT4G09680.3	
AT4G09680	AT4G09680.4	
AT2G37700	AT2G37700.3	KEH17984
AT2G37700	AT2G37700.1	KEH17984
AT2G37700	AT2G37700.2	KEH17984
AT2G37700	AT2G37700.4	KEH17984
AT5G56230	AT5G56230.1	
AT1G63720	AT1G63720.1	KEH21082
AT5G59460	AT5G59460.1	AES67629
AT5G59460	AT5G59460.2	AES67629
AT1G32450	AT1G32450.1	AES94411
AT1G32450	AT1G32450.1	KEH31554
ATMG00080	ATMG00080.1	
AT1G27555	AT1G27555.1	
AT5G39970	AT5G39970.3	
AT5G39970	AT5G39970.2	
AT5G39970	AT5G39970.1	
AT2G35010	AT2G35010.1	KEH31403
AT2G35010	AT2G35010.2	KEH31403
AT5G57170	AT5G57170.2	AES92245
AT5G57170	AT5G57170.1	AES92245
AT1G70180	AT1G70180.1	AES96330
AT1G70180	AT1G70180.6	AES96330
AT1G70180	AT1G70180.5	AES96330
AT1G70180	AT1G70180.3	AES96330
AT1G70180	AT1G70180.4	AES96330
AT1G70180	AT1G70180.2	AES96330
AT3G46750	AT3G46750.1	AES88922
AT3G46750	AT3G46750.1	AES67652
AT2G47920	AT2G47920.1	
AT2G47920	AT2G47920.2	
AT1G63230	AT1G63230.1	
AT4G23270	AT4G23270.1	KEH26525
AT4G23270	AT4G23270.2	KEH26525
AT4G23270	AT4G23270.3	KEH26525
AT4G23270	AT4G23270.1	KEH26357
AT4G23270	AT4G23270.2	KEH26357
AT4G23270	AT4G23270.3	KEH26357
AT3G06160	AT3G06160.3	KEH41183
AT3G06160	AT3G06160.2	KEH41183
AT3G06160	AT3G06160.4	KEH41183
AT3G06160	AT3G06160.5	KEH41183
AT3G06160	AT3G06160.1	KEH41183
AT3G06160	AT3G06160.3	KEH41184
AT3G06160	AT3G06160.2	KEH41184
AT3G06160	AT3G06160.4	KEH41184
AT3G06160	AT3G06160.5	KEH41184
AT3G06160	AT3G06160.1	KEH41184
AT3G06160	AT3G06160.3	KEH41174
AT3G06160	AT3G06160.2	KEH41174
AT3G06160	AT3G06160.4	KEH41174
AT3G06160	AT3G06160.5	KEH41174
AT3G06160	AT3G06160.1	KEH41174
AT1G76380	AT1G76380.2	KEH36328
AT1G76380	AT1G76380.1	KEH36328
AT1G76380	AT1G76380.3	KEH36328
AT1G48150	AT1G48150.1	
AT1G70950	AT1G70950.1	
AT1G14990	AT1G14990.1	KEH42450
AT1G14990	AT1G14990.2	KEH42450
AT3G12140	AT3G12140.3	AES90903
AT3G12140	AT3G12140.1	AES90903
AT3G12140	AT3G12140.2	AES90903
AT3G12140	AT3G12140.3	KEH41697
AT3G12140	AT3G12140.1	KEH41697
AT3G12140	AT3G12140.2	KEH41697
AT1G22080	AT1G22080.2	KEH30933
AT1G22080	AT1G22080.1	KEH30933
AT1G66410	AT1G66410.3	AES81019
AT1G66410	AT1G66410.1	AES81019
AT1G66410	AT1G66410.4	AES81019
AT1G66410	AT1G66410.2	AES81019
AT1G66410	AT1G66410.3	AES75093
AT1G66410	AT1G66410.1	AES75093
AT1G66410	AT1G66410.4	AES75093
AT1G66410	AT1G66410.2	AES75093
AT3G57520	AT3G57520.1	KEH23658
AT3G57520	AT3G57520.2	KEH23658
AT3G57520	AT3G57520.3	KEH23658
AT3G57520	AT3G57520.1	KEH41582
AT3G57520	AT3G57520.2	KEH41582
AT3G57520	AT3G57520.3	KEH41582
AT5G11370	AT5G11370.1	AES77931
AT5G11370	AT5G11370.1	AES77935
AT5G11370	AT5G11370.1	AES74791
AT5G11370	AT5G11370.1	KEH21875
AT4G32950	AT4G32950.1	AES59285
AT4G32950	AT4G32950.2	AES59285
AT2G29390	AT2G29390.4	AET03139
AT2G29390	AT2G29390.6	AET03139
AT2G29390	AT2G29390.2	AET03139
AT2G29390	AT2G29390.1	AET03139
AT2G29390	AT2G29390.5	AET03139
AT2G29390	AT2G29390.3	AET03139
AT2G29390	AT2G29390.4	AES96272
AT2G29390	AT2G29390.6	AES96272
AT2G29390	AT2G29390.2	AES96272
AT2G29390	AT2G29390.1	AES96272
AT2G29390	AT2G29390.5	AES96272
AT2G29390	AT2G29390.3	AES96272
AT2G29390	AT2G29390.4	KEH26023
AT2G29390	AT2G29390.6	KEH26023
AT2G29390	AT2G29390.2	KEH26023
AT2G29390	AT2G29390.1	KEH26023
AT2G29390	AT2G29390.5	KEH26023
AT2G29390	AT2G29390.3	KEH26023
AT5G49410	AT5G49410.2	AET00903
AT5G49410	AT5G49410.1	AET00903
AT5G24750	AT5G24750.1	KEH37637
ATMG00650	ATMG00650.1	
AT4G17616	AT4G17616.1	KEH31603
AT1G72275	AT1G72275.2	
AT1G72275	AT1G72275.1	
AT1G31163	AT1G31163.1	
AT1G31180	AT1G31180.2	
AT1G31180	AT1G31180.1	
AT2G31610	AT2G31610.1	KEH44265
AT2G31610	AT2G31610.1	AES75623
AT2G31610	AT2G31610.1	AES75621
AT2G31610	AT2G31610.1	AES59580
AT2G31610	AT2G31610.1	AES60374
AT5G04910	AT5G04910.1	KEH32828
AT2G16250	AT2G16250.1	AES74175
AT2G16250	AT2G16250.2	AES74175
AT1G67740	AT1G67740.1	KEH20733
AT1G67740	AT1G67740.1	AES72115
AT5G57120	AT5G57120.1	AES92228
AT5G57120	AT5G57120.2	AES92228
AT2G31260	AT2G31260.1	KEH42560
AT2G31260	AT2G31260.1	KEH23905
AT1G43770	AT1G43770.2	AES62401
AT1G43770	AT1G43770.3	AES62401
AT1G43770	AT1G43770.1	AES62401
AT1G43770	AT1G43770.2	AES75422
AT1G43770	AT1G43770.3	AES75422
AT1G43770	AT1G43770.1	AES75422
AT1G43770	AT1G43770.2	AES63219
AT1G43770	AT1G43770.3	AES63219
AT1G43770	AT1G43770.1	AES63219
AT1G43770	AT1G43770.2	KEH26084
AT1G43770	AT1G43770.3	KEH26084
AT1G43770	AT1G43770.1	KEH26084
AT1G43770	AT1G43770.2	KEH25788
AT1G43770	AT1G43770.3	KEH25788
AT1G43770	AT1G43770.1	KEH25788
AT1G43770	AT1G43770.2	AET01000
AT1G43770	AT1G43770.3	AET01000
AT1G43770	AT1G43770.1	AET01000
AT1G43770	AT1G43770.2	AES75625
AT1G43770	AT1G43770.3	AES75625
AT1G43770	AT1G43770.1	AES75625
AT1G47380	AT1G47380.1	AES59470
AT1G47380	AT1G47380.1	AES73278
AT3G13060	AT3G13060.4	AES86311
AT3G13060	AT3G13060.6	AES86311
AT3G13060	AT3G13060.3	AES86311
AT3G13060	AT3G13060.5	AES86311
AT3G13060	AT3G13060.2	AES86311
AT3G13060	AT3G13060.1	AES86311
AT1G01840	AT1G01840.1	AES80063
AT2G36470	AT2G36470.1	AES81973
AT1G29380	AT1G29380.2	KEH24456
AT1G29380	AT1G29380.3	KEH24456
AT1G29380	AT1G29380.1	KEH24456
AT1G29380	AT1G29380.4	KEH24456
AT3G45800	AT3G45800.1	
AT1G19650	AT1G19650.1	
AT1G19650	AT1G19650.2	
AT1G19650	AT1G19650.3	
AT2G47860	AT2G47860.3	AES82096
AT2G47860	AT2G47860.6	AES82096
AT2G47860	AT2G47860.2	AES82096
AT2G47860	AT2G47860.5	AES82096
AT2G47860	AT2G47860.1	AES82096
AT2G47860	AT2G47860.4	AES82096
AT2G47860	AT2G47860.3	KEH43247
AT2G47860	AT2G47860.6	KEH43247
AT2G47860	AT2G47860.2	KEH43247
AT2G47860	AT2G47860.5	KEH43247
AT2G47860	AT2G47860.1	KEH43247
AT2G47860	AT2G47860.4	KEH43247
AT2G43700	AT2G43700.4	
AT2G43700	AT2G43700.1	
AT2G43700	AT2G43700.2	
AT2G43700	AT2G43700.5	
AT2G43700	AT2G43700.3	
AT5G38390	AT5G38390.1	KEH25402
AT5G20020	AT5G20020.1	
AT2G16040	AT2G16040.1	
AT5G12450	AT5G12450.1	
AT2G24140	AT2G24140.3	AES92470
AT2G24140	AT2G24140.1	AES92470
AT2G24140	AT2G24140.4	AES92470
AT2G24140	AT2G24140.2	AES92470
AT3G13140	AT3G13140.1	
AT4G31260	AT4G31260.1	
AT4G09464	AT4G09464.1	AET04159
AT4G09464	AT4G09464.1	AET04161
AT3G50925	AT3G50925.1	
AT5G37190	AT5G37190.3	AES72114
AT5G37190	AT5G37190.2	AES72114
AT5G37190	AT5G37190.1	AES72114
AT2G47340	AT2G47340.1	
AT5G42790	AT5G42790.1	AES73993
AT5G42790	AT5G42790.1	AES86663
AT5G42790	AT5G42790.1	KEH40169
AT5G42790	AT5G42790.1	AES88511
AT3G60210	AT3G60210.1	AET01281
AT1G02820	AT1G02820.1	AES61750
AT1G02820	AT1G02820.1	KEH24387
AT1G02820	AT1G02820.1	KEH24388
AT4G19000	AT4G19000.1	AES95667
AT2G24285	AT2G24285.1	
AT2G24285	AT2G24285.2	
AT2G10545	AT2G10545.1	
AT1G55450	AT1G55450.1	
AT1G55450	AT1G55450.2	
AT3G42640	AT3G42640.1	KEH32174
AT3G42640	AT3G42640.1	KEH37844
AT2G22540	AT2G22540.2	AES96044
AT2G22540	AT2G22540.1	AES96044
AT2G22540	AT2G22540.3	AES96044
AT2G22540	AT2G22540.2	AES96012
AT2G22540	AT2G22540.1	AES96012
AT2G22540	AT2G22540.3	AES96012
AT1G52340	AT1G52340.1	AES69017
AT4G11240	AT4G11240.1	
AT4G15025	AT4G15025.1	
AT4G32551	AT4G32551.1	KEH39820
AT4G32551	AT4G32551.2	KEH39820
AT4G32551	AT4G32551.1	KEH35932
AT4G32551	AT4G32551.2	KEH35932
AT1G04980	AT1G04980.1	AES64381
AT1G04980	AT1G04980.1	AES99809
AT4G15620	AT4G15620.1	AES64237
AT4G15620	AT4G15620.1	AES91781
AT4G16233	AT4G16233.1	AES91982
AT4G16233	AT4G16233.1	AES64973
AT2G18180	AT2G18180.3	AET03871
AT2G18180	AT2G18180.4	AET03871
AT2G18180	AT2G18180.1	AET03871
AT2G18180	AT2G18180.5	AET03871
AT2G18180	AT2G18180.2	AET03871
AT2G18180	AT2G18180.3	KEH27570
AT2G18180	AT2G18180.4	KEH27570
AT2G18180	AT2G18180.1	KEH27570
AT2G18180	AT2G18180.5	KEH27570
AT2G18180	AT2G18180.2	KEH27570
AT3G05650	AT3G05650.1	AES99952
AT3G05650	AT3G05650.1	AET00722
AT3G05650	AT3G05650.1	KEH28920
AT3G05650	AT3G05650.1	AET00823
AT3G05650	AT3G05650.1	KEH28919
AT3G05650	AT3G05650.1	AES99973
AT3G05650	AT3G05650.1	KEH28922
AT3G05650	AT3G05650.1	AET00003
AT3G05650	AT3G05650.1	AES86946
AT3G05650	AT3G05650.1	AES79575
AT3G05650	AT3G05650.1	AES86997
AT3G05650	AT3G05650.1	AES99372
AT3G05650	AT3G05650.1	KEH38645
AT3G05650	AT3G05650.1	AES97167
AT3G05650	AT3G05650.1	AES88914
AT3G05650	AT3G05650.1	AES99954
AT3G05650	AT3G05650.1	AES86999
AT3G05650	AT3G05650.1	AES64870
AT3G05650	AT3G05650.1	AES98062
AT3G05650	AT3G05650.1	AES99988
AT3G05650	AT3G05650.1	AES86945
AT3G05650	AT3G05650.1	AES87000
AT3G05650	AT3G05650.1	KEH33517
AT3G05650	AT3G05650.1	AES87694
AT3G05650	AT3G05650.1	KEH37094
AT3G05650	AT3G05650.1	AES99948
AT3G05650	AT3G05650.1	KEH28909
AT3G05650	AT3G05650.1	AES87007
AT3G05650	AT3G05650.1	AET00826
AT3G05650	AT3G05650.1	AES99987
AT3G05650	AT3G05650.1	KEH37300
AT3G05650	AT3G05650.1	AES99989
AT3G05650	AT3G05650.1	AES69318
AT3G05650	AT3G05650.1	AES86940
AT3G05650	AT3G05650.1	AES86948
AT3G05650	AT3G05650.1	KEH28927
AT3G05650	AT3G05650.1	KEH28923
AT3G05650	AT3G05650.1	KEH28329
AT3G05650	AT3G05650.1	AES99959
AT3G05650	AT3G05650.1	AET00742
AT3G05650	AT3G05650.1	KEH28908
AT3G05650	AT3G05650.1	AES99956
AT3G05650	AT3G05650.1	AES86957
AT3G05650	AT3G05650.1	AES86998
AT3G05650	AT3G05650.1	AES98060
AT3G05650	AT3G05650.1	AET00716
AT3G05650	AT3G05650.1	AET00825
AT3G05650	AT3G05650.1	AES99373
AT3G05650	AT3G05650.1	KEH29673
AT3G05650	AT3G05650.1	AES87005
AT3G05650	AT3G05650.1	AES86942
AT3G05650	AT3G05650.1	KEH28823
AT3G05650	AT3G05650.1	KEH28921
AT3G05650	AT3G05650.1	AES99950
AT3G05650	AT3G05650.1	AES99957
AT3G05650	AT3G05650.1	AES86966
AT3G05650	AT3G05650.1	KEH26701
AT3G05650	AT3G05650.1	KEH17915
AT3G05650	AT3G05650.1	KEH28916
AT3G24820	AT3G24820.1	KEH29003
AT5G44450	AT5G44450.2	KEH31312
AT5G44450	AT5G44450.1	KEH31312
AT1G16330	AT1G16330.1	AES70733
AT1G16330	AT1G16330.1	AES70657
AT1G16330	AT1G16330.1	AES70653
AT5G35980	AT5G35980.3	KEH20273
AT5G35980	AT5G35980.2	KEH20273
